filename,Numeral,Intonation,Speaker
05158.wav,5,excited,35
05160.wav,3,question,56
05161.wav,19,excited,138
05162.wav,13,excited,96
05164.wav,10,bored,29
05166.wav,8,question,151
05168.wav,7,neutral,60
05169.wav,12,bored,80
05171.wav,30,excited,11
05173.wav,50,bored,121
05174.wav,18,bored,48
05175.wav,17,question,133
05176.wav,19,excited,22
05177.wav,80,bored,108
05178.wav,18,neutral,141
05179.wav,14,bored,151
05181.wav,12,excited,151
05184.wav,50,bored,118
05185.wav,60,bored,112
05186.wav,18,neutral,26
05187.wav,1,bored,15
05188.wav,90,neutral,87
05189.wav,40,neutral,10
05190.wav,16,bored,133
05192.wav,5,excited,98
05193.wav,1,bored,117
05195.wav,8,neutral,84
05196.wav,2,bored,111
05197.wav,90,neutral,69
05198.wav,18,bored,142
05199.wav,19,neutral,73
05203.wav,16,excited,7
05204.wav,1,bored,129
05205.wav,1000,bored,142
05207.wav,70,neutral,66
05209.wav,60,question,18
05215.wav,19,neutral,47
05216.wav,1,question,141
05219.wav,0,excited,115
05221.wav,18,excited,44
05222.wav,19,excited,64
05223.wav,8,neutral,50
05224.wav,6,excited,102
05225.wav,40,neutral,112
05226.wav,1,neutral,36
05227.wav,2,bored,49
05228.wav,19,bored,55
05229.wav,18,question,37
05230.wav,0,question,116
05231.wav,18,neutral,112
05233.wav,6,bored,15
05234.wav,1000,excited,7
05235.wav,2,bored,87
05237.wav,15,bored,49
05238.wav,10,bored,14
05241.wav,100,neutral,117
05242.wav,60,excited,50
05243.wav,20,excited,136
05244.wav,9,bored,151
05245.wav,3,neutral,40
05246.wav,18,excited,111
05250.wav,1,question,118
05252.wav,8,excited,117
05253.wav,100,excited,11
05254.wav,50,question,102
05255.wav,2,question,134
05257.wav,15,neutral,48
05259.wav,1000000000,bored,140
05261.wav,50,bored,36
05262.wav,11,excited,80
05264.wav,1000000,bored,7
05265.wav,6,excited,26
05267.wav,80,bored,22
05269.wav,1000000,neutral,75
05271.wav,6,excited,64
05272.wav,80,bored,84
05273.wav,1000000000,excited,113
05274.wav,20,excited,88
05275.wav,1000,excited,81
05277.wav,20,bored,26
05278.wav,12,excited,59
05279.wav,20,question,109
05283.wav,90,question,148
05284.wav,30,excited,126
05286.wav,1000000,excited,58
05288.wav,14,excited,140
05289.wav,70,question,148
05290.wav,9,excited,89
05291.wav,60,neutral,91
05292.wav,11,bored,57
05296.wav,8,neutral,23
05297.wav,2,neutral,101
05298.wav,17,question,57
05301.wav,3,bored,39
05303.wav,8,question,94
05304.wav,4,bored,80
05306.wav,70,neutral,54
05307.wav,15,question,42
05308.wav,8,question,69
05310.wav,70,question,80
05312.wav,10,excited,70
05313.wav,4,neutral,51
05314.wav,15,question,80
05315.wav,15,question,82
05316.wav,4,question,109
05318.wav,70,excited,144
05319.wav,3,neutral,139
05320.wav,13,bored,132
05321.wav,18,neutral,0
05323.wav,8,excited,5
05324.wav,1000,question,135
05325.wav,80,bored,64
05326.wav,15,neutral,18
05327.wav,17,excited,6
05328.wav,1,bored,19
05330.wav,10,question,142
05331.wav,15,excited,152
05332.wav,50,excited,15
05333.wav,7,excited,98
05334.wav,10,question,37
05338.wav,10,neutral,42
05339.wav,6,question,100
05340.wav,100,neutral,3
05345.wav,100,neutral,92
05346.wav,5,neutral,25
05347.wav,20,question,85
05348.wav,60,bored,146
05349.wav,6,bored,32
05350.wav,70,neutral,153
05351.wav,50,bored,16
05352.wav,5,excited,65
05353.wav,8,excited,22
05354.wav,3,bored,118
05358.wav,5,question,108
05359.wav,10,bored,55
05360.wav,1000,bored,44
05362.wav,2,question,93
05365.wav,100,neutral,31
05366.wav,0,neutral,103
05367.wav,10,bored,93
05369.wav,19,excited,86
05370.wav,80,bored,70
05371.wav,70,neutral,98
05372.wav,5,question,61
05374.wav,1,bored,79
05375.wav,60,excited,127
05376.wav,6,bored,24
05377.wav,100,question,132
05378.wav,1000000,bored,0
05379.wav,1000000,neutral,47
05380.wav,1000,excited,114
05381.wav,5,bored,11
05383.wav,5,question,79
05386.wav,7,question,4
05387.wav,17,bored,4
05388.wav,4,question,88
05390.wav,30,bored,142
05391.wav,50,bored,72
05393.wav,16,bored,85
05394.wav,3,excited,147
05396.wav,5,excited,73
05397.wav,5,bored,26
05398.wav,0,neutral,45
05400.wav,1,question,110
05401.wav,19,bored,13
05402.wav,6,question,108
05403.wav,12,excited,139
05404.wav,5,excited,2
05407.wav,10,excited,100
05409.wav,3,neutral,151
05410.wav,1000000000,bored,16
05411.wav,7,excited,110
05415.wav,2,neutral,91
05416.wav,19,excited,4
05417.wav,5,neutral,129
05418.wav,12,excited,51
05419.wav,4,question,2
05420.wav,50,question,125
05422.wav,0,excited,82
05423.wav,0,bored,153
05424.wav,19,excited,37
05426.wav,1000000,question,144
05427.wav,1000000000,excited,73
05429.wav,5,neutral,96
05430.wav,18,neutral,73
05431.wav,12,question,18
05433.wav,19,bored,56
05434.wav,5,bored,54
05435.wav,9,bored,146
05436.wav,50,excited,42
05437.wav,7,neutral,128
05438.wav,2,question,127
05439.wav,12,excited,141
05441.wav,14,neutral,121
05442.wav,4,excited,65
05443.wav,11,neutral,1
05444.wav,20,neutral,95
05447.wav,5,question,18
05449.wav,16,bored,69
05450.wav,2,bored,2
05451.wav,5,bored,110
05452.wav,40,bored,43
05453.wav,15,neutral,71
05454.wav,1000000,neutral,10
05455.wav,70,neutral,67
05457.wav,100,excited,89
05458.wav,14,question,67
05459.wav,19,question,121
05461.wav,30,bored,23
05462.wav,70,bored,27
05463.wav,6,question,134
05464.wav,60,excited,124
05467.wav,16,question,42
05469.wav,1000000000,question,5
05470.wav,30,question,136
05471.wav,17,neutral,143
05473.wav,19,neutral,147
05474.wav,90,neutral,129
05476.wav,100,bored,28
05477.wav,1000000000,neutral,66
05478.wav,1,excited,139
05480.wav,17,excited,125
05481.wav,2,excited,23
05482.wav,30,neutral,89
05486.wav,13,bored,10
05487.wav,5,bored,89
05488.wav,20,neutral,147
05492.wav,17,bored,70
05494.wav,16,bored,10
05497.wav,1000,neutral,32
05498.wav,1000000000,neutral,85
05499.wav,90,bored,81
05503.wav,60,bored,120
05504.wav,30,question,24
05506.wav,11,excited,26
05510.wav,40,question,40
05511.wav,3,excited,137
05513.wav,20,bored,94
05516.wav,10,question,95
05518.wav,5,question,50
05521.wav,17,neutral,0
05522.wav,60,excited,150
05523.wav,7,question,42
05525.wav,13,excited,144
05526.wav,4,neutral,70
05527.wav,20,neutral,80
05529.wav,80,bored,53
05530.wav,30,excited,86
05531.wav,1,bored,109
05532.wav,1000000000,bored,76
05534.wav,100,excited,84
05535.wav,16,excited,33
05536.wav,3,bored,3
05538.wav,1000000000,excited,118
05539.wav,8,excited,151
05542.wav,60,bored,15
05543.wav,10,neutral,50
05544.wav,4,bored,145
05547.wav,90,bored,0
05548.wav,19,question,101
05549.wav,5,bored,82
05550.wav,1000000,bored,63
05551.wav,13,question,45
05552.wav,80,neutral,126
05554.wav,60,excited,80
05556.wav,70,excited,68
05557.wav,20,question,99
05559.wav,8,excited,135
05561.wav,16,question,133
05563.wav,50,neutral,105
05565.wav,8,question,6
05569.wav,12,bored,92
05571.wav,3,neutral,64
05572.wav,40,neutral,125
05576.wav,12,question,64
05578.wav,3,bored,68
05581.wav,13,question,92
05582.wav,3,question,15
05583.wav,11,bored,20
05584.wav,16,bored,114
05585.wav,70,question,2
05586.wav,0,bored,151
05587.wav,90,excited,45
05588.wav,70,excited,87
05589.wav,12,question,131
05590.wav,4,neutral,71
05592.wav,2,bored,36
05593.wav,16,excited,32
05594.wav,4,bored,128
05597.wav,1000000000,neutral,72
05599.wav,20,excited,139
05600.wav,1,question,1
05601.wav,13,question,61
05602.wav,10,neutral,14
05603.wav,1000000,neutral,103
05605.wav,3,excited,14
05606.wav,16,excited,88
05607.wav,19,question,125
05609.wav,18,bored,146
05610.wav,15,question,101
05611.wav,6,bored,3
05613.wav,1000,question,142
05616.wav,14,question,71
05618.wav,11,bored,58
05619.wav,11,bored,108
05620.wav,1000000000,bored,88
05622.wav,100,bored,56
05623.wav,70,neutral,94
05624.wav,1000000,bored,117
05626.wav,100,excited,115
05627.wav,100,bored,83
05628.wav,30,excited,76
05631.wav,7,excited,119
05632.wav,15,bored,77
05633.wav,2,bored,113
05634.wav,1,excited,36
05635.wav,1000000,excited,116
05636.wav,40,excited,32
05637.wav,18,bored,17
05638.wav,100,question,137
05639.wav,12,question,134
05640.wav,80,neutral,115
05641.wav,40,bored,36
05642.wav,80,neutral,29
05643.wav,4,excited,151
05644.wav,11,excited,6
05645.wav,9,bored,82
05648.wav,4,neutral,134
05649.wav,40,bored,39
05650.wav,11,excited,100
05651.wav,2,excited,99
05652.wav,50,neutral,94
05653.wav,12,bored,68
05654.wav,9,excited,37
05655.wav,19,excited,79
05656.wav,100,bored,145
05657.wav,17,neutral,26
05658.wav,16,excited,119
05659.wav,15,question,38
05660.wav,2,bored,52
05661.wav,15,neutral,99
05662.wav,1000000000,excited,110
05663.wav,0,question,46
05664.wav,7,neutral,23
05665.wav,1,neutral,56
05666.wav,11,neutral,141
05667.wav,90,neutral,1
05668.wav,30,neutral,110
05672.wav,30,bored,118
05673.wav,80,excited,50
05674.wav,50,excited,89
05675.wav,1000000,neutral,10
05676.wav,100,neutral,31
05677.wav,19,bored,5
05678.wav,4,neutral,72
05680.wav,1,question,37
05681.wav,12,neutral,2
05682.wav,1000,excited,60
05685.wav,30,excited,46
05686.wav,15,bored,66
05687.wav,12,question,17
05689.wav,16,neutral,152
05690.wav,5,neutral,67
05691.wav,15,question,2
05694.wav,3,question,49
05695.wav,7,excited,53
05696.wav,1,excited,94
05698.wav,70,excited,31
05699.wav,15,excited,31
05700.wav,17,bored,125
05701.wav,90,question,110
05702.wav,12,neutral,26
05705.wav,1,excited,151
05706.wav,9,bored,54
05709.wav,8,excited,34
05712.wav,20,excited,135
05715.wav,0,question,58
05717.wav,5,excited,97
05718.wav,2,question,17
05719.wav,1000000000,question,140
05721.wav,14,neutral,125
05724.wav,0,question,0
05725.wav,30,neutral,114
05726.wav,1,bored,3
05727.wav,40,bored,101
05729.wav,13,neutral,68
05730.wav,50,question,58
05731.wav,40,question,113
05733.wav,30,question,41
05735.wav,4,excited,132
05737.wav,2,excited,102
05739.wav,10,neutral,21
05740.wav,11,question,145
05741.wav,3,bored,8
05742.wav,7,excited,147
05743.wav,16,bored,33
05746.wav,9,question,105
05747.wav,13,question,100
05748.wav,18,bored,3
05749.wav,60,excited,34
05750.wav,70,bored,75
05753.wav,16,excited,120
05754.wav,100,excited,130
05755.wav,90,bored,145
05757.wav,12,excited,16
05758.wav,7,question,73
05759.wav,70,excited,9
05760.wav,100,question,78
05761.wav,3,excited,36
05762.wav,40,excited,84
05763.wav,7,question,152
05764.wav,80,neutral,102
05766.wav,12,bored,132
05767.wav,60,neutral,59
05768.wav,2,bored,32
05769.wav,4,question,92
05770.wav,16,question,34
05776.wav,30,bored,83
05777.wav,60,neutral,73
05778.wav,1000000,neutral,99
05779.wav,14,question,114
05780.wav,50,neutral,99
05781.wav,19,neutral,138
05782.wav,40,question,19
05783.wav,8,neutral,22
05786.wav,60,excited,119
05787.wav,60,question,65
05791.wav,9,bored,104
05792.wav,70,excited,114
05793.wav,17,excited,49
05794.wav,13,excited,99
05796.wav,1000,neutral,2
05797.wav,3,excited,67
05798.wav,12,bored,72
05799.wav,20,excited,45
05800.wav,18,question,140
05801.wav,30,bored,29
05802.wav,15,neutral,143
05803.wav,16,bored,83
05804.wav,19,question,151
05805.wav,10,bored,72
05807.wav,17,neutral,55
05808.wav,5,bored,132
05809.wav,20,bored,57
05811.wav,19,neutral,136
05812.wav,19,question,113
05813.wav,80,neutral,89
05816.wav,14,excited,143
05818.wav,2,neutral,11
05819.wav,19,question,52
05820.wav,13,bored,13
05821.wav,8,bored,0
05822.wav,70,question,143
05824.wav,9,excited,143
05827.wav,4,neutral,6
05828.wav,30,neutral,32
05829.wav,15,excited,85
05830.wav,3,excited,101
05832.wav,12,neutral,109
05834.wav,60,excited,122
05835.wav,90,neutral,49
05836.wav,100,bored,78
05837.wav,100,question,101
05838.wav,4,question,151
05839.wav,17,question,104
05840.wav,10,excited,29
05841.wav,80,neutral,18
05842.wav,9,question,22
05843.wav,0,neutral,98
05844.wav,80,excited,69
05845.wav,2,question,50
05846.wav,40,excited,38
05849.wav,60,bored,56
05850.wav,1000000000,neutral,47
05852.wav,9,neutral,23
05853.wav,1000000,bored,16
05855.wav,30,bored,99
05856.wav,3,excited,7
05857.wav,70,neutral,62
05858.wav,3,excited,107
05859.wav,6,question,1
05860.wav,6,excited,68
05861.wav,8,excited,26
05862.wav,19,neutral,28
05864.wav,30,excited,90
05865.wav,50,bored,133
05866.wav,12,neutral,5
05867.wav,14,excited,64
05869.wav,12,question,25
05870.wav,5,question,12
05872.wav,15,question,29
05873.wav,1,neutral,24
05874.wav,1,bored,43
05875.wav,50,question,150
05876.wav,3,neutral,12
05877.wav,1000000000,neutral,114
05879.wav,3,bored,134
05880.wav,1000,excited,35
05883.wav,10,bored,106
05884.wav,11,neutral,56
05885.wav,11,excited,92
05888.wav,8,excited,64
05889.wav,20,excited,34
05890.wav,50,excited,90
05891.wav,70,neutral,128
05893.wav,100,excited,38
05894.wav,90,bored,67
05895.wav,12,bored,8
05897.wav,12,excited,23
05899.wav,90,bored,122
05900.wav,0,excited,92
05901.wav,16,neutral,24
05903.wav,90,bored,105
05904.wav,4,bored,125
05905.wav,80,neutral,67
05906.wav,20,question,28
05907.wav,2,excited,136
05910.wav,10,question,55
05911.wav,16,excited,49
05912.wav,13,bored,47
05914.wav,8,question,99
05915.wav,1000,bored,20
05917.wav,11,neutral,71
05920.wav,9,bored,80
05921.wav,12,excited,26
05922.wav,16,excited,13
05923.wav,6,question,79
05924.wav,4,question,22
05926.wav,5,question,37
05927.wav,70,bored,24
05928.wav,19,question,86
05929.wav,16,excited,54
05930.wav,60,neutral,87
05932.wav,3,neutral,33
05933.wav,5,question,107
05936.wav,4,excited,80
05937.wav,14,excited,27
05941.wav,100,bored,25
05942.wav,16,excited,12
05943.wav,11,question,18
05945.wav,19,excited,45
05949.wav,8,question,142
05950.wav,80,bored,145
05951.wav,2,excited,136
05952.wav,11,bored,93
05953.wav,10,question,132
05954.wav,11,excited,33
05955.wav,8,excited,125
05956.wav,20,bored,49
05958.wav,19,bored,67
05961.wav,7,excited,13
05962.wav,70,bored,7
05965.wav,60,neutral,90
05967.wav,60,question,35
05968.wav,14,neutral,130
05970.wav,11,neutral,92
05972.wav,18,excited,136
05973.wav,16,question,107
05974.wav,0,bored,30
05976.wav,7,bored,55
05977.wav,2,question,92
05978.wav,18,question,120
05980.wav,1000000,excited,131
05982.wav,18,bored,40
05983.wav,30,excited,95
05984.wav,60,bored,28
05987.wav,30,excited,15
05988.wav,30,excited,137
05991.wav,18,bored,10
05992.wav,60,bored,118
05994.wav,20,neutral,69
05996.wav,14,excited,100
05998.wav,17,bored,134
06001.wav,1000,neutral,127
06003.wav,16,neutral,52
06004.wav,60,question,111
06005.wav,18,bored,146
06006.wav,40,excited,23
06007.wav,1000000000,question,92
06008.wav,50,neutral,27
06011.wav,60,excited,70
06013.wav,19,excited,118
06014.wav,1000000,question,120
06016.wav,9,question,151
06017.wav,1000,bored,136
06019.wav,40,bored,106
06020.wav,10,neutral,135
06024.wav,11,bored,105
06029.wav,1,neutral,141
06030.wav,40,excited,83
06034.wav,4,bored,16
06035.wav,14,neutral,14
06036.wav,1,neutral,79
06037.wav,70,neutral,86
06040.wav,17,neutral,25
06041.wav,2,excited,78
06042.wav,9,bored,136
06044.wav,10,bored,126
06047.wav,17,bored,22
06048.wav,20,bored,3
06049.wav,18,question,30
06050.wav,1000000,excited,68
06051.wav,3,question,28
06052.wav,12,excited,127
06053.wav,0,bored,59
06054.wav,80,neutral,145
06055.wav,9,neutral,133
06057.wav,13,excited,1
06058.wav,11,question,142
06059.wav,19,question,87
06060.wav,30,neutral,99
06064.wav,16,bored,131
06065.wav,0,neutral,32
06066.wav,17,excited,52
06067.wav,11,neutral,136
06068.wav,0,neutral,138
06069.wav,80,excited,65
06070.wav,80,excited,36
06071.wav,10,question,140
06072.wav,90,neutral,27
06074.wav,9,excited,44
06075.wav,14,bored,104
06077.wav,19,question,47
06079.wav,1000000000,excited,19
06080.wav,1000000000,bored,88
06081.wav,1000000,excited,112
06083.wav,13,excited,44
06084.wav,100,excited,79
06086.wav,0,neutral,50
06087.wav,14,question,77
06089.wav,15,question,62
06090.wav,17,neutral,1
06091.wav,40,neutral,43
06092.wav,2,question,107
06093.wav,3,excited,48
06094.wav,7,excited,55
06095.wav,11,question,81
06096.wav,40,excited,30
06097.wav,16,excited,91
06098.wav,20,bored,121
06100.wav,8,excited,25
06102.wav,20,neutral,61
06103.wav,10,excited,82
06104.wav,13,question,55
06107.wav,60,bored,95
06109.wav,11,bored,16
06110.wav,40,bored,14
06111.wav,1,neutral,26
06113.wav,11,bored,57
06116.wav,9,neutral,141
06117.wav,6,excited,139
06118.wav,0,neutral,42
06119.wav,100,excited,140
06120.wav,80,bored,62
06122.wav,12,excited,72
06123.wav,19,excited,105
06124.wav,50,neutral,96
06126.wav,14,excited,135
06127.wav,13,question,68
06128.wav,80,bored,90
06129.wav,19,question,90
06130.wav,40,neutral,30
06131.wav,3,neutral,103
06132.wav,7,bored,62
06134.wav,1,neutral,30
06135.wav,10,neutral,121
06136.wav,20,bored,19
06137.wav,1,question,33
06138.wav,16,neutral,92
06139.wav,50,excited,146
06140.wav,4,excited,94
06141.wav,1000000000,excited,8
06142.wav,14,excited,117
06143.wav,13,bored,140
06145.wav,1000,question,110
06146.wav,100,bored,110
06147.wav,30,bored,151
06148.wav,4,bored,58
06150.wav,13,neutral,17
06151.wav,13,neutral,36
06153.wav,17,neutral,23
06155.wav,11,excited,139
06162.wav,90,question,35
06164.wav,9,neutral,30
06165.wav,1000,bored,79
06166.wav,2,question,17
06168.wav,50,question,27
06169.wav,3,excited,122
06170.wav,40,neutral,106
06171.wav,4,excited,122
06172.wav,0,bored,109
06173.wav,17,bored,129
06174.wav,40,question,32
06175.wav,12,bored,68
06176.wav,14,neutral,17
06177.wav,1000000000,bored,55
06179.wav,2,excited,45
06180.wav,16,neutral,151
06182.wav,90,bored,88
06183.wav,1000000,bored,1
06184.wav,1000000,excited,133
06185.wav,1000000,neutral,30
06186.wav,40,excited,9
06187.wav,1,bored,113
06188.wav,40,excited,127
06189.wav,3,question,9
06190.wav,12,neutral,147
06191.wav,30,neutral,61
06192.wav,30,bored,25
06193.wav,6,excited,130
06194.wav,100,neutral,148
06196.wav,10,question,20
06197.wav,40,excited,129
06200.wav,40,bored,101
06201.wav,1000,question,35
06202.wav,19,excited,124
06203.wav,30,neutral,73
06204.wav,18,question,27
06205.wav,80,bored,52
06206.wav,19,bored,43
06207.wav,12,excited,41
06208.wav,5,neutral,4
06210.wav,12,question,138
06211.wav,5,neutral,102
06212.wav,40,excited,4
06215.wav,60,excited,115
06216.wav,2,excited,21
06217.wav,13,excited,8
06218.wav,5,neutral,152
06219.wav,60,excited,130
06220.wav,12,bored,145
06221.wav,70,bored,2
06224.wav,90,neutral,97
06225.wav,19,question,91
06229.wav,15,question,105
06230.wav,19,excited,130
06232.wav,7,neutral,18
06233.wav,1000000000,question,3
06234.wav,8,question,102
06237.wav,13,neutral,100
06238.wav,18,excited,56
06241.wav,17,question,16
06242.wav,6,neutral,52
06246.wav,7,excited,89
06247.wav,13,excited,51
06250.wav,30,neutral,105
06251.wav,9,neutral,90
06252.wav,5,excited,139
06253.wav,4,question,44
06254.wav,60,question,77
06257.wav,12,question,101
06259.wav,4,neutral,18
06260.wav,80,neutral,34
06261.wav,14,bored,40
06262.wav,18,bored,1
06265.wav,13,bored,18
06266.wav,13,question,15
06267.wav,1,question,116
06269.wav,90,bored,128
06271.wav,100,neutral,138
06273.wav,0,bored,151
06274.wav,19,bored,22
06275.wav,30,neutral,37
06277.wav,4,excited,26
06278.wav,15,neutral,55
06279.wav,40,excited,120
06280.wav,12,neutral,91
06282.wav,17,excited,13
06283.wav,12,excited,109
06284.wav,10,question,27
06285.wav,6,bored,16
06287.wav,30,question,90
06288.wav,5,question,142
06289.wav,80,excited,60
06290.wav,14,neutral,132
06291.wav,11,bored,68
06292.wav,0,excited,73
06293.wav,7,excited,108
06294.wav,80,question,45
06295.wav,19,question,19
06296.wav,70,neutral,15
06299.wav,40,question,108
06301.wav,8,excited,75
06303.wav,19,question,38
06304.wav,10,bored,37
06305.wav,19,bored,147
06306.wav,9,question,49
06307.wav,10,bored,99
06309.wav,100,question,107
06310.wav,1000000000,bored,133
06311.wav,1000,question,134
06312.wav,7,excited,11
06313.wav,60,excited,79
06314.wav,90,question,133
06316.wav,6,question,152
06317.wav,3,question,113
06318.wav,19,excited,110
06319.wav,18,neutral,10
06320.wav,4,bored,147
06323.wav,12,bored,136
06324.wav,70,question,36
06326.wav,2,neutral,81
06327.wav,1,excited,37
06329.wav,80,excited,82
06331.wav,3,bored,91
06333.wav,17,neutral,90
06334.wav,0,question,84
06335.wav,70,excited,116
06338.wav,9,excited,127
06339.wav,0,bored,52
06340.wav,40,question,84
06341.wav,15,excited,25
06342.wav,1000,excited,35
06344.wav,11,excited,68
06346.wav,7,excited,115
06348.wav,3,excited,112
06349.wav,7,question,66
06350.wav,100,bored,23
06351.wav,12,question,98
06352.wav,70,excited,118
06353.wav,0,question,60
06354.wav,16,bored,44
06357.wav,100,excited,75
06358.wav,20,excited,47
06360.wav,50,excited,102
06361.wav,11,excited,121
06364.wav,7,neutral,59
06365.wav,20,excited,14
06367.wav,10,excited,28
06368.wav,4,neutral,88
06370.wav,1,excited,73
06374.wav,1000000,neutral,24
06375.wav,1,neutral,153
06378.wav,1,bored,13
06379.wav,3,bored,131
06380.wav,2,excited,18
06381.wav,14,excited,99
06382.wav,30,bored,151
06383.wav,50,bored,45
06384.wav,1,bored,18
06386.wav,3,excited,17
06388.wav,0,question,69
06390.wav,12,neutral,1
06392.wav,90,excited,82
06393.wav,3,excited,22
06394.wav,8,question,121
06396.wav,8,bored,30
06399.wav,80,neutral,132
06400.wav,2,excited,150
06401.wav,19,excited,25
06403.wav,8,neutral,23
06406.wav,2,bored,90
06407.wav,7,excited,81
06408.wav,12,bored,34
06409.wav,0,question,136
06411.wav,0,bored,55
06414.wav,9,excited,29
06415.wav,40,neutral,54
06416.wav,50,bored,108
06417.wav,14,question,109
06418.wav,70,neutral,88
06419.wav,1000000,excited,80
06420.wav,100,neutral,54
06421.wav,1,bored,111
06422.wav,1000000000,question,35
06423.wav,70,excited,13
06426.wav,100,neutral,134
06427.wav,0,bored,135
06429.wav,40,bored,0
06430.wav,12,bored,12
06432.wav,100,excited,95
06434.wav,11,bored,10
06436.wav,13,neutral,87
06437.wav,4,neutral,146
06439.wav,10,excited,12
06440.wav,100,excited,97
06441.wav,1000,neutral,142
06442.wav,0,question,139
06443.wav,16,neutral,38
06444.wav,19,neutral,53
06445.wav,8,bored,88
06449.wav,16,excited,58
06451.wav,100,excited,6
06452.wav,10,excited,54
06453.wav,13,bored,42
06454.wav,70,neutral,110
06455.wav,10,excited,120
06456.wav,10,question,35
06458.wav,30,excited,139
06459.wav,90,bored,68
06460.wav,7,neutral,67
06462.wav,15,neutral,57
06463.wav,14,bored,70
06464.wav,14,neutral,4
06466.wav,11,excited,38
06467.wav,60,neutral,131
06468.wav,11,bored,16
06469.wav,40,bored,62
06470.wav,7,neutral,13
06471.wav,16,question,121
06473.wav,70,neutral,134
06475.wav,11,bored,114
06476.wav,80,question,39
06477.wav,30,question,42
06479.wav,11,bored,54
06480.wav,50,bored,73
06481.wav,9,bored,88
06482.wav,0,neutral,81
06484.wav,17,neutral,109
06485.wav,3,excited,115
06487.wav,11,question,55
06489.wav,0,neutral,39
06490.wav,90,neutral,43
06491.wav,100,bored,60
06492.wav,13,excited,8
06493.wav,30,excited,113
06494.wav,40,neutral,62
06495.wav,100,bored,53
06496.wav,8,excited,43
06498.wav,2,question,67
06499.wav,60,excited,25
06500.wav,11,question,58
06501.wav,1,bored,75
06502.wav,90,neutral,45
06503.wav,60,excited,98
06504.wav,3,bored,136
06506.wav,30,question,5
06507.wav,10,neutral,114
06508.wav,7,bored,18
06509.wav,7,excited,57
06510.wav,13,neutral,135
06511.wav,18,question,62
06516.wav,0,neutral,11
06517.wav,60,excited,92
06519.wav,16,neutral,58
06521.wav,15,bored,25
06524.wav,60,excited,10
06525.wav,16,question,10
06527.wav,17,question,140
06528.wav,9,question,54
06529.wav,14,bored,90
06530.wav,13,neutral,80
06531.wav,70,bored,116
06532.wav,0,excited,138
06534.wav,15,question,118
06536.wav,1000000000,neutral,9
06538.wav,70,bored,59
06540.wav,19,question,85
06542.wav,1000000000,excited,91
06543.wav,40,bored,78
06544.wav,1000,excited,1
06545.wav,50,bored,73
06546.wav,90,question,120
06547.wav,30,question,120
06548.wav,9,bored,129
06549.wav,40,bored,103
06550.wav,50,question,106
06552.wav,80,bored,21
06554.wav,16,excited,26
06555.wav,3,neutral,18
06556.wav,13,question,17
06558.wav,16,neutral,3
06561.wav,1,excited,126
06566.wav,15,bored,14
06568.wav,17,excited,143
06569.wav,17,excited,70
06570.wav,80,excited,106
06571.wav,80,excited,113
06572.wav,14,bored,45
06573.wav,100,neutral,49
06574.wav,40,excited,126
06576.wav,15,neutral,138
06577.wav,2,excited,147
06578.wav,17,excited,116
06579.wav,60,excited,119
06580.wav,1000000,question,71
06581.wav,4,question,113
06582.wav,18,question,38
06583.wav,20,neutral,91
06585.wav,50,question,128
06586.wav,18,excited,83
06587.wav,12,bored,37
06589.wav,60,question,12
06590.wav,10,question,20
06591.wav,18,bored,51
06592.wav,19,excited,113
06593.wav,70,neutral,132
06594.wav,12,bored,144
06595.wav,80,excited,31
06596.wav,1,question,144
06598.wav,12,neutral,3
06599.wav,40,excited,148
06600.wav,14,bored,19
06602.wav,100,neutral,85
06603.wav,14,neutral,29
06604.wav,1000000,excited,113
06605.wav,4,bored,75
06608.wav,14,bored,12
06609.wav,12,excited,88
06610.wav,4,excited,46
06611.wav,7,neutral,114
06612.wav,7,neutral,125
06614.wav,1000000,question,46
06615.wav,30,neutral,71
06616.wav,18,question,22
06617.wav,70,bored,13
06618.wav,13,question,32
06619.wav,6,neutral,118
06620.wav,6,question,94
06621.wav,60,excited,113
06622.wav,6,excited,146
06623.wav,18,excited,153
06624.wav,60,excited,88
06625.wav,16,question,141
06626.wav,1,excited,92
06627.wav,90,neutral,148
06629.wav,1000000000,bored,100
06630.wav,4,bored,95
06631.wav,70,neutral,8
06632.wav,1,neutral,73
06633.wav,80,bored,62
06634.wav,1,excited,90
06635.wav,70,neutral,73
06636.wav,1000,bored,42
06637.wav,18,excited,16
06639.wav,80,question,104
06640.wav,1000,question,96
06644.wav,5,bored,1
06645.wav,70,question,25
06646.wav,60,excited,72
06647.wav,70,neutral,24
06650.wav,2,neutral,78
06652.wav,11,question,78
06653.wav,2,neutral,6
06655.wav,16,question,25
06656.wav,3,neutral,54
06657.wav,10,excited,140
06662.wav,60,bored,133
06663.wav,4,question,35
06664.wav,1000,excited,86
06665.wav,90,neutral,88
06667.wav,20,bored,81
06670.wav,2,excited,52
06671.wav,10,question,140
06672.wav,3,neutral,88
06673.wav,40,question,145
06674.wav,14,excited,113
06675.wav,12,excited,19
06676.wav,30,excited,105
06680.wav,14,question,16
06681.wav,90,bored,57
06682.wav,1,question,22
06683.wav,18,neutral,57
06684.wav,3,bored,15
06685.wav,90,bored,127
06688.wav,100,question,119
06689.wav,14,excited,19
06690.wav,16,neutral,65
06691.wav,4,neutral,23
06692.wav,9,bored,85
06694.wav,4,question,146
06695.wav,14,question,105
